reward/env_0,reward/env_1,train/value_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/std,train/loss,train/entropy_loss,train/policy_gradient_loss,eval/success_rate,eval/std_reward,train/explained_variance,eval/mean_reward,train/n_updates,train/learning_rate
-986.9912277690024,,,,,,,,,,,,,,,
,-1125.220536817463,,,,,,,,,,,,,,
,,65881.7638671875,0.2,0.0010819562,2.44140625e-05,1.0048620700836182,34240.6640625,-8.541518306732177,-0.000699409015942365,0.0,125.22860014270047,-1.1920928955078125e-07,-1005.1828611126008,4120,0.0003
-973.7043039046551,,,,,,,,,,,,,,,
,-1001.8547095958705,,,,,,,,,,,,,,
-1052.3039728553908,,,,,,,,,,,,,,,
,-1342.868227575588,,,,,,,,,,,,,,
-1055.5233235697456,,,,,,,,,,,,,,,
,-1002.9091643339664,,,,,,,,,,,,,,
-1100.451302145773,,,,,,,,,,,,,,,
,-1134.2971792139053,,,,,,,,,,,,,,
,,65973.8517578125,0.2,0.00066250423,0.0,1.0035622119903564,33738.359375,-8.536132097244263,-0.0003740134357940406,0.0,113.19661657954451,-1.1920928955078125e-07,-996.9691232933903,4130,0.0003
-1068.8332228481563,,,,,,,,,,,,,,,
,-1157.2594722201943,,,,,,,,,,,,,,
-1007.4415398824949,,,,,,,,,,,,,,,
,-1130.6451197419449,,,,,,,,,,,,,,
-1028.9085942488612,,,,,,,,,,,,,,,
,-1068.6060083068987,,,,,,,,,,,,,,
-1211.673122448131,,,,,,,,,,,,,,,
,-1102.5763043689724,,,,,,,,,,,,,,
,,66435.865234375,0.2,0.0005318676,0.0,1.0021907091140747,31893.185546875,-8.527564764022827,-0.0005604788311757147,0.0,93.72014112045647,-2.384185791015625e-07,-995.2907600282178,4140,0.0003
-1137.8892023446692,,,,,,,,,,,,,,,
,-1176.0769550842747,,,,,,,,,,,,,,
-1183.0402395096744,,,,,,,,,,,,,,,
,-1106.876913634243,,,,,,,,,,,,,,
-1040.6123681772988,,,,,,,,,,,,,,,
,-1073.8355626682744,,,,,,,,,,,,,,
-978.4374285148127,,,,,,,,,,,,,,,
,-1073.8492489247437,,,,,,,,,,,,,,
,,66647.5283203125,0.2,0.00076556194,0.0,1.0018452405929565,33083.87890625,-8.521358919143676,-0.0006056746293324977,0.0,57.232664764338324,-1.1920928955078125e-07,-964.9776411245881,4150,0.0003
-1114.284002490685,,,,,,,,,,,,,,,
,-1096.8451270926118,,,,,,,,,,,,,,
-990.9018385939131,,,,,,,,,,,,,,,
,-1044.4465101348626,,,,,,,,,,,,,,
-1107.9068273012435,,,,,,,,,,,,,,,
,-1006.4738041587347,,,,,,,,,,,,,,
,-981.9572004710441,,,,,,,,,,,,,,
-1097.8879505747518,,,,,,,,,,,,,,,
,,61391.383203125,0.2,0.00045349606,0.0,1.0016084909439087,32365.1328125,-8.520440721511841,-0.00025541523355059325,0.0,44.70086834548299,0.0,-940.8330050832528,4160,0.0003
-1014.7527576871558,,,,,,,,,,,,,,,
,-1185.3042609071608,,,,,,,,,,,,,,
,-952.6037613674423,,,,,,,,,,,,,,
-1091.5243450835194,,,,,,,,,,,,,,,
,-984.7715948604431,,,,,,,,,,,,,,
-1269.6211348175946,,,,,,,,,,,,,,,
,-1064.4206980039194,,,,,,,,,,,,,,
-998.9166261722063,,,,,,,,,,,,,,,
-1105.8941245893097,,,,,,,,,,,,,,,
,-1054.1906410130566,,,,,,,,,,,,,,
,,65859.3763671875,0.2,0.00092179584,0.0,1.0016961097717285,33208.75,-8.519677972793579,-0.0009163144219201058,0.0,43.5633712566476,-1.1920928955078125e-07,-915.4670914367396,4170,0.0003
-1119.5139746929453,,,,,,,,,,,,,,,
,-1152.536960073234,,,,,,,,,,,,,,
,-970.0153808318122,,,,,,,,,,,,,,
-1064.0095799046037,,,,,,,,,,,,,,,
,-1018.937883711008,,,,,,,,,,,,,,
-1059.746620796639,,,,,,,,,,,,,,,
,-1149.5108343236125,,,,,,,,,,,,,,
-609.6626136069418,,,,,,,,,,,,,,,
,,65867.8271484375,0.2,0.0003944555,0.0,1.0026063919067383,33891.44921875,-8.522488641738892,-0.0003900578012689948,0.0,73.11925967473555,-1.1920928955078125e-07,-954.5899834562157,4180,0.0003
,-1093.909596590871,,,,,,,,,,,,,,
-1153.8665601878147,,,,,,,,,,,,,,,
,-1044.988602629982,,,,,,,,,,,,,,
-1158.9208814194376,,,,,,,,,,,,,,,
,-1046.1153716248682,,,,,,,,,,,,,,
-980.2917331079141,,,,,,,,,,,,,,,
,-1117.5530600642403,,,,,,,,,,,,,,
-998.7763402309807,,,,,,,,,,,,,,,
,,65664.850390625,0.2,0.0006684534,0.0,1.0033680200576782,35109.59375,-8.528183317184448,-0.0005003527388907969,0.0,35.791227229399865,-1.1920928955078125e-07,-922.19065069668,4190,0.0003
,-1039.4946623594838,,,,,,,,,,,,,,
-992.5586389389948,,,,,,,,,,,,,,,
,-1083.7916174274465,,,,,,,,,,,,,,
-972.2778980804693,,,,,,,,,,,,,,,
,-1100.6404973618644,,,,,,,,,,,,,,
-1042.3348672690786,,,,,,,,,,,,,,,
,-1036.9159059579802,,,,,,,,,,,,,,
-1103.016132421848,,,,,,,,,,,,,,,
,,62454.4724609375,0.2,0.0012158614,0.0,1.0036941766738892,33518.8125,-8.531219339370727,-0.0008376098703593016,0.0,66.9607526622796,0.0,-978.0012207913426,4200,0.0003
,-1085.8586937476587,,,,,,,,,,,,,,
-1094.7276838560042,,,,,,,,,,,,,,,
,-1107.988975293198,,,,,,,,,,,,,,
-931.018111565914,,,,,,,,,,,,,,,
,-981.3789238001613,,,,,,,,,,,,,,
-1129.743521720767,,,,,,,,,,,,,,,
,-1089.7973757111524,,,,,,,,,,,,,,
-1017.1280747309447,,,,,,,,,,,,,,,
,,62294.01484375,0.2,0.0012720714,0.0,1.0030823945999146,30002.990234375,-8.530718755722045,-0.0006536048022098839,0.0,92.99973368948237,0.0,-1082.488184319236,4210,0.0003
,-1069.5207077890368,,,,,,,,,,,,,,
-983.1742667960204,,,,,,,,,,,,,,,
,-1031.630249368314,,,,,,,,,,,,,,
-1139.595410429233,,,,,,,,,,,,,,,
,-982.4107881369976,,,,,,,,,,,,,,
-1109.5795644893196,,,,,,,,,,,,,,,
,-1122.9698343910306,,,,,,,,,,,,,,
-1185.2533396825834,,,,,,,,,,,,,,,
,,65479.725390625,0.2,0.0008302186,0.0,1.002137303352356,30966.09765625,-8.525551176071167,-0.0005340236617485062,0.0,58.60842595454896,-1.1920928955078125e-07,-1036.2346874544064,4220,0.0003
,-1136.6037192813037,,,,,,,,,,,,,,
-1218.442586345243,,,,,,,,,,,,,,,
,-1009.9707950778884,,,,,,,,,,,,,,
-1395.9089044985597,,,,,,,,,,,,,,,
,-1214.0134545990811,,,,,,,,,,,,,,
-1171.0646567960516,,,,,,,,,,,,,,,
,-1076.302715097281,,,,,,,,,,,,,,
-1159.111463071648,,,,,,,,,,,,,,,
,,66736.23671875,0.2,0.0003080453,0.0,1.0016210079193115,32702.296875,-8.520840454101563,-0.0002680910693015903,0.0,88.76739981420153,-3.5762786865234375e-07,-1148.5164800310044,4230,0.0003
,-1045.204432426558,,,,,,,,,,,,,,
-1139.3081813484032,,,,,,,,,,,,,,,
,-1036.6738316547521,,,,,,,,,,,,,,
-1369.9724672689933,,,,,,,,,,,,,,,
,-992.364041141493,,,,,,,,,,,,,,
-1100.7548666454045,,,,,,,,,,,,,,,
,-1105.2473148080426,,,,,,,,,,,,,,
-1265.7578480755742,,,,,,,,,,,,,,,
,,66365.48828125,0.2,0.00089486205,2.44140625e-05,1.0025149583816528,32900.625,-8.521386814117431,-0.0009076806716620922,0.0,105.02433459001807,-1.1920928955078125e-07,-1132.524988895758,4240,0.0003
,-992.4383797297851,,,,,,,,,,,,,,
-1182.8377227174092,,,,,,,,,,,,,,,
,-1167.3107226090851,,,,,,,,,,,,,,
-1204.7688238784176,,,,,,,,,,,,,,,
,-1042.2864054465972,,,,,,,,,,,,,,
-1098.0984845115372,,,,,,,,,,,,,,,
,-1296.2448165466847,,,,,,,,,,,,,,
-1161.346912889986,,,,,,,,,,,,,,,
,,67751.1236328125,0.2,0.0012245276,4.8828125e-05,1.0021566152572632,33639.07421875,-8.525177192687988,-0.0007496083155274392,0.0,104.4834852002931,-1.1920928955078125e-07,-1035.3503897135538,4250,0.0003
,-1150.9630300845815,,,,,,,,,,,,,,
-1056.7724120636299,,,,,,,,,,,,,,,
,-1017.0850251508557,,,,,,,,,,,,,,
-1067.0563141838395,,,,,,,,,,,,,,,
,-1110.6625998383875,,,,,,,,,,,,,,
-1013.9631246476534,,,,,,,,,,,,,,,
,-1148.910167352392,,,,,,,,,,,,,,
-1158.3285941792103,,,,,,,,,,,,,,,
,,63796.2220703125,0.2,0.0005183199,0.0,1.0016562938690186,31342.046875,-8.52096643447876,-0.00022377742279786617,0.0,113.12367071620473,0.0,-976.3937826805379,4260,0.0003
,-1075.651902314606,,,,,,,,,,,,,,
-1280.4593871274005,,,,,,,,,,,,,,,
,-1004.0426672117379,,,,,,,,,,,,,,
-995.018842161416,,,,,,,,,,,,,,,
,-1088.9436770391499,,,,,,,,,,,,,,
-1125.6022416091369,,,,,,,,,,,,,,,
,-1191.868640759369,,,,,,,,,,,,,,
-1015.072145187054,,,,,,,,,,,,,,,
,,66807.3265625,0.2,0.0006061435,0.0,1.000794529914856,33221.58203125,-8.51771321296692,-0.0005708486423827708,0.0,60.21962971409365,-1.1920928955078125e-07,-963.9674331260736,4270,0.0003
,-1133.310538933778,,,,,,,,,,,,,,
-1170.029341116991,,,,,,,,,,,,,,,
,-981.1623958882601,,,,,,,,,,,,,,
-1315.1909565272451,,,,,,,,,,,,,,,
,-1105.7176718475603,,,,,,,,,,,,,,
-1000.5498264626256,,,,,,,,,,,,,,,
,-1077.560759470119,,,,,,,,,,,,,,
-1067.391664703157,,,,,,,,,,,,,,,
,,63835.775,0.2,0.00040325784,0.0,1.0000323057174683,31268.287109375,-8.512078428268433,-0.0002043707179836929,0.0,41.699423108986494,0.0,-937.0705402144364,4280,0.0003
,-1019.8690819275529,,,,,,,,,,,,,,
-1093.1317828617102,,,,,,,,,,,,,,,
,-1223.6015232261839,,,,,,,,,,,,,,
-995.2152994395774,,,,,,,,,,,,,,,
,-1174.6456585137662,,,,,,,,,,,,,,
-1017.2448544887962,,,,,,,,,,,,,,,
,-964.8584736102114,,,,,,,,,,,,,,
-1007.7518692453657,,,,,,,,,,,,,,,
,,63133.2794921875,0.2,0.0012343037,9.765625e-05,1.0000442266464233,29764.771484375,-8.509737873077393,-0.0008992350485641509,0.0,35.386816531027605,0.0,-852.4688704707389,4290,0.0003
,-998.7284112188414,,,,,,,,,,,,,,
-600.5778143349762,,,,,,,,,,,,,,,
,-1040.094086451455,,,,,,,,,,,,,,
-1133.259692347422,,,,,,,,,,,,,,,
,-1143.460661442064,,,,,,,,,,,,,,
-1101.5709532000844,,,,,,,,,,,,,,,
,-1078.488452586887,,,,,,,,,,,,,,
-1297.6451704956694,,,,,,,,,,,,,,,
,-1196.703382493697,,,,,,,,,,,,,,
,,65265.699609375,0.2,0.0010687629,0.0,0.9996675848960876,32985.625,-8.509621095657348,-0.0006499899202026427,0.0,107.98074230788778,-1.1920928955078125e-07,-866.0226541738687,4300,0.0003
-997.8429289818347,,,,,,,,,,,,,,,
,-1062.6311070783886,,,,,,,,,,,,,,
-1080.3962420044143,,,,,,,,,,,,,,,
,-1086.6053231381793,,,,,,,,,,,,,,
-1133.3813466301158,,,,,,,,,,,,,,,
,-1070.6805133427454,,,,,,,,,,,,,,
-1278.1704996189162,,,,,,,,,,,,,,,
,-1042.4339229494872,,,,,,,,,,,,,,
,,65338.632421875,0.2,0.0018588672,0.000146484375,0.9995899796485901,34010.6015625,-8.507506322860717,-0.0011714030930306762,0.0,55.60043706382732,5.960464477539063e-08,-852.4050471433987,4310,0.0003
-1151.794211556515,,,,,,,,,,,,,,,
,-1196.4350761815572,,,,,,,,,,,,,,
-1122.4842219815287,,,,,,,,,,,,,,,
,-1093.1494753745762,,,,,,,,,,,,,,
-1026.2586643106101,,,,,,,,,,,,,,,
,-1191.3068851364155,,,,,,,,,,,,,,
-1134.6050394470942,,,,,,,,,,,,,,,
,-1000.8043875937853,,,,,,,,,,,,,,
,,64720.8466796875,0.2,0.0013907241,0.0,0.9993534088134766,32457.33203125,-8.507288360595703,-0.001033302239375189,0.0,84.71398878562005,5.960464477539063e-08,-892.2868772833293,4320,0.0003
-1016.4421520845223,,,,,,,,,,,,,,,
,-926.9787628826265,,,,,,,,,,,,,,
-1106.5335850954075,,,,,,,,,,,,,,,
,-1061.7573666100948,,,,,,,,,,,,,,
-1118.309796566423,,,,,,,,,,,,,,,
,-970.1228788232398,,,,,,,,,,,,,,
-634.8383758603304,,,,,,,,,,,,,,,
,-1020.7955505454863,,,,,,,,,,,,,,
,,63410.01015625,0.2,0.0021063967,0.0003173828125,0.9977400302886963,33069.7421875,-8.502421665191651,-0.0011915745271835476,0.0,42.51199174580351,-1.1920928955078125e-07,-866.7697175111476,4330,0.0003
-1122.2130767131189,,,,,,,,,,,,,,,
,-1346.8790378623953,,,,,,,,,,,,,,
-1106.0199613014584,,,,,,,,,,,,,,,
,-978.4691419545618,,,,,,,,,,,,,,
-962.6615236461432,,,,,,,,,,,,,,,
,-977.8129152867307,,,,,,,,,,,,,,
-972.3644939936592,,,,,,,,,,,,,,,
,-972.967928580994,,,,,,,,,,,,,,
-1006.3695891382074,,,,,,,,,,,,,,,
,,62363.79609375,0.2,0.0009035808,0.0,0.9976720213890076,30840.4609375,-8.494875860214233,-0.0006278782908339054,0.0,48.094020602390074,-1.1920928955078125e-07,-859.8047029425277,4340,0.0003
,-1006.6258008831608,,,,,,,,,,,,,,
-1016.7567951552095,,,,,,,,,,,,,,,
,-1155.9224974392353,,,,,,,,,,,,,,
-1038.2843343494724,,,,,,,,,,,,,,,
,-1110.1175252479964,,,,,,,,,,,,,,
-1109.696807702327,,,,,,,,,,,,,,,
,-973.6571724620575,,,,,,,,,,,,,,
-1224.0509820124919,,,,,,,,,,,,,,,
,,65675.9796875,0.2,0.0004886569,0.0,0.9972468018531799,32362.58984375,-8.495641708374023,-0.00018241514335386454,0.0,71.68820663775666,-1.1920928955078125e-07,-938.6118688560971,4350,0.0003
,-914.7919077135139,,,,,,,,,,,,,,
-994.2512515479306,,,,,,,,,,,,,,,
,-948.0312868360521,,,,,,,,,,,,,,
-1038.610455570661,,,,,,,,,,,,,,,
,-987.2651502675506,,,,,,,,,,,,,,
-1049.6922259417577,,,,,,,,,,,,,,,
,-1111.1730825865848,,,,,,,,,,,,,,
-548.1776829833444,,,,,,,,,,,,,,,
,,64888.6240234375,0.2,0.0005745414,0.0,0.9974227547645569,33045.9765625,-8.493192386627197,-0.0004495641216635704,0.0,62.34680956551667,-1.1920928955078125e-07,-936.2841632166306,4360,0.0003
,-1041.859930806168,,,,,,,,,,,,,,
-903.6809514165252,,,,,,,,,,,,,,,
,-1068.0169047689733,,,,,,,,,,,,,,
-1220.666828697742,,,,,,,,,,,,,,,
,-1014.8966118707727,,,,,,,,,,,,,,
-1034.2322487321212,,,,,,,,,,,,,,,
,-945.2168587768971,,,,,,,,,,,,,,
-1110.6788851335973,,,,,,,,,,,,,,,
,-1257.9125324337915,,,,,,,,,,,,,,
,,65438.388671875,0.2,0.00012129487,0.0,0.9969543814659119,33261.21875,-8.49397177696228,-0.00010671696218196302,0.0,103.07109707731483,-1.1920928955078125e-07,-1057.2844924295978,4370,0.0003
-1084.8979644904161,,,,,,,,,,,,,,,
,-1109.9628777094372,,,,,,,,,,,,,,
-1189.2133800710164,,,,,,,,,,,,,,,
,-998.5597942033262,,,,,,,,,,,,,,
-1115.9072049983795,,,,,,,,,,,,,,,
,-1209.9419836747268,,,,,,,,,,,,,,
-938.0899412295803,,,,,,,,,,,,,,,
,-1255.2786754812846,,,,,,,,,,,,,,
,,66212.3556640625,0.2,0.00039423897,0.0,0.996494472026825,32840.484375,-8.490063190460205,-0.00037073898129165174,0.0,99.73676090379935,-1.1920928955078125e-07,-1008.0859027738088,4380,0.0003
-1126.9617060735352,,,,,,,,,,,,,,,
,-1076.330609609774,,,,,,,,,,,,,,
-1327.8444060172174,,,,,,,,,,,,,,,
,-1111.9796677472527,,,,,,,,,,,,,,
-1105.780909461902,,,,,,,,,,,,,,,
,-624.2028080607498,,,,,,,,,,,,,,
-950.6637592717083,,,,,,,,,,,,,,,
,-1089.239309796672,,,,,,,,,,,,,,
,,65044.38671875,0.2,0.0006310944,0.0,0.9969121813774109,31419.951171875,-8.489823627471925,-0.0005683575960574672,0.0,88.4021437136096,-1.1920928955078125e-07,-990.7756363675826,4390,0.0003
-1068.502909573359,,,,,,,,,,,,,,,
,-1075.1287759607062,,,,,,,,,,,,,,
-905.93020421397,,,,,,,,,,,,,,,
,-1036.30399609376,,,,,,,,,,,,,,
-1328.7627234401436,,,,,,,,,,,,,,,
,-1143.7926934052707,,,,,,,,,,,,,,
-1076.8630321929,,,,,,,,,,,,,,,
,-975.4516649276208,,,,,,,,,,,,,,
,,62736.9244140625,0.2,0.001057667,0.0,0.9963520169258118,30740.072265625,-8.490737915039062,-0.000770537432981655,0.0,135.9562899682964,0.0,-953.9266681618104,4400,0.0003
-1062.0141715872064,,,,,,,,,,,,,,,
,-1179.1456525244598,,,,,,,,,,,,,,
-1245.566988275285,,,,,,,,,,,,,,,
,-1059.744558221376,,,,,,,,,,,,,,
-982.7179532727012,,,,,,,,,,,,,,,
,-956.2541951450664,,,,,,,,,,,,,,
-998.3675721734064,,,,,,,,,,,,,,,
,-1048.6911480838532,,,,,,,,,,,,,,
-1142.8151086689913,,,,,,,,,,,,,,,
,,64913.3923828125,0.2,0.00079981046,0.0,0.9959397315979004,32021.625,-8.486505651474,-0.0005605257872957736,0.0,81.09109008101022,-1.1920928955078125e-07,-929.3227770652309,4410,0.0003
,-1126.5213197042196,,,,,,,,,,,,,,
-1149.5562162475176,,,,,,,,,,,,,,,
,-1048.793800769652,,,,,,,,,,,,,,
-1091.940382363073,,,,,,,,,,,,,,,
,-1378.8046784469495,,,,,,,,,,,,,,
-1359.9975401437791,,,,,,,,,,,,,,,
,-1150.3963940662638,,,,,,,,,,,,,,
-1067.3348210786985,,,,,,,,,,,,,,,
,,71457.096875,0.2,0.0005489255,0.0,0.9954514503479004,35900.4921875,-8.48481502532959,-0.0004165951628237963,0.0,109.21581727890936,0.0,-901.3068684568359,4420,0.0003
,-1102.3182439853601,,,,,,,,,,,,,,
-1041.7111763765906,,,,,,,,,,,,,,,
,-1121.2378048531273,,,,,,,,,,,,,,
-1074.6802549999913,,,,,,,,,,,,,,,
,-938.0192799304698,,,,,,,,,,,,,,
-1126.7652567827704,,,,,,,,,,,,,,,
,-1075.5254743647763,,,,,,,,,,,,,,
-1233.8677853170423,,,,,,,,,,,,,,,
,,62679.576953125,0.2,0.0012399666,0.0,0.9960564970970154,32049.896484375,-8.483971309661865,-0.0008623337373137474,0.1,629.945485849414,-1.1920928955078125e-07,-689.6932016131192,4430,0.0003
,-1147.3286980995754,,,,,,,,,,,,,,
-1021.5740395432847,,,,,,,,,,,,,,,
,-974.6460644717256,,,,,,,,,,,,,,
-1161.4965981861767,,,,,,,,,,,,,,,
,-1061.708574695753,,,,,,,,,,,,,,
-1228.6206528142927,,,,,,,,,,,,,,,
,-998.9883503014146,,,,,,,,,,,,,,
-1012.6173475794542,,,,,,,,,,,,,,,
,,62460.5982421875,0.2,0.001448659,0.0,0.9958065152168274,30119.177734375,-8.487083148956298,-0.0009273620904423297,0.0,75.0945704959412,-1.1920928955078125e-07,-860.0978399190542,4440,0.0003
,-1090.387132372282,,,,,,,,,,,,,,
-1121.627469155631,,,,,,,,,,,,,,,
,-995.9034135857726,,,,,,,,,,,,,,
-1178.8070118065398,,,,,,,,,,,,,,,
,-987.962115232814,,,,,,,,,,,,,,
-1038.8427396909399,,,,,,,,,,,,,,,
,-1344.0400264856019,,,,,,,,,,,,,,
-1081.6038854490666,,,,,,,,,,,,,,,
,,63146.947265625,0.2,0.0015996436,0.000244140625,0.9959495663642883,32101.70703125,-8.485117340087891,-0.0011599784949794412,0.0,88.93132799299786,0.0,-933.5686055330063,4450,0.0003
,-1090.140392409945,,,,,,,,,,,,,,
-1032.4933322941629,,,,,,,,,,,,,,,
,-1060.5145845910022,,,,,,,,,,,,,,
-974.4193068229335,,,,,,,,,,,,,,,
,-1184.0176794862161,,,,,,,,,,,,,,
-1019.9237035210239,,,,,,,,,,,,,,,
,-1004.4431054796436,,,,,,,,,,,,,,
-1144.4798893215132,,,,,,,,,,,,,,,
,-1134.7040476378538,,,,,,,,,,,,,,
,,65474.2123046875,0.2,0.0010212313,0.0,0.9963319897651672,33178.62109375,-8.48716859817505,-0.0006684901309199631,0.0,76.74922304570696,-1.1920928955078125e-07,-873.2711097862123,4460,0.0003
-1264.8460495031175,,,,,,,,,,,,,,,
,-1294.4244950945115,,,,,,,,,,,,,,
-1077.7004569910066,,,,,,,,,,,,,,,
,-1183.5838399354518,,,,,,,,,,,,,,
-1183.0547916488972,,,,,,,,,,,,,,,
,-1062.895444267948,,,,,,,,,,,,,,
-1343.2448347682348,,,,,,,,,,,,,,,
,-1193.1209476170466,,,,,,,,,,,,,,
,,70028.073828125,0.2,0.000792117,0.0,0.9969100952148438,35830.5703125,-8.489529275894165,-0.0006480541633209214,0.0,89.90116220456008,0.0,-900.4810428701132,4470,0.0003
-1046.3582095284785,,,,,,,,,,,,,,,
,-1181.6114795558892,,,,,,,,,,,,,,
-1248.899304976669,,,,,,,,,,,,,,,
,-1114.2514696237652,,,,,,,,,,,,,,
-1377.720125884481,,,,,,,,,,,,,,,
,-1050.0637876230728,,,,,,,,,,,,,,
-1105.7347174143001,,,,,,,,,,,,,,,
,-1330.3914165883098,,,,,,,,,,,,,,
-1254.247876120055,,,,,,,,,,,,,,,
,,71973.3796875,0.2,0.0008021487,0.0,0.9975378513336182,36546.38671875,-8.493275594711303,-0.0006133915623649955,0.0,58.73661152023097,-2.384185791015625e-07,-881.9232200013579,4480,0.0003
,-1131.5491989736415,,,,,,,,,,,,,,
-1343.5663819304468,,,,,,,,,,,,,,,
,-1143.4232001572207,,,,,,,,,,,,,,
-1242.26571426987,,,,,,,,,,,,,,,
,-1288.8904222291303,,,,,,,,,,,,,,
-1083.2236370340258,,,,,,,,,,,,,,,
,-1072.517151407122,,,,,,,,,,,,,,
-1457.0744041335688,,,,,,,,,,,,,,,
,,75057.407421875,0.2,0.0003546718,0.0,0.9985480308532715,38169.2890625,-8.497907972335815,-0.00037560744676738976,0.0,62.09138596685505,0.0,-888.6035734503381,4490,0.0003
,-1348.1002644887897,,,,,,,,,,,,,,
-1297.0029289675274,,,,,,,,,,,,,,,
,-1103.0740210291408,,,,,,,,,,,,,,
-1145.0867608191922,,,,,,,,,,,,,,,
,-1215.6520753684244,,,,,,,,,,,,,,
-1240.8811341329565,,,,,,,,,,,,,,,
,-1129.0384549454498,,,,,,,,,,,,,,
-1546.1250048090797,,,,,,,,,,,,,,,
,,72624.91953125,0.2,0.0009252593,0.0,0.9989646077156067,36421.2578125,-8.502784061431885,-0.0008811087929643691,0.0,68.96065764063941,0.0,-934.0850085685067,4500,0.0003
,-1121.8659833777085,,,,,,,,,,,,,,
-986.6737181540875,,,,,,,,,,,,,,,
,-1018.3590483871274,,,,,,,,,,,,,,
-1109.972620271645,,,,,,,,,,,,,,,
,-1178.849758839714,,,,,,,,,,,,,,
-1119.6009191968628,,,,,,,,,,,,,,,
,-1162.2435393049695,,,,,,,,,,,,,,
-1314.5918353580216,,,,,,,,,,,,,,,
,-1200.8998569208502,,,,,,,,,,,,,,
,,69268.9078125,0.2,0.0015912366,2.44140625e-05,0.9991557002067566,33229.69140625,-8.504035472869873,-0.0008050489239394664,0.0,105.45264271164507,0.0,-920.7023207484568,4510,0.0003
-1033.2397625562835,,,,,,,,,,,,,,,
,-1159.3451766474893,,,,,,,,,,,,,,
-1276.3347259281552,,,,,,,,,,,,,,,
,-1036.3270301498083,,,,,,,,,,,,,,
-1148.3126143817142,,,,,,,,,,,,,,,
,-1185.437290311638,,,,,,,,,,,,,,
-1363.1458452953261,,,,,,,,,,,,,,,
,-1072.3827567123385,,,,,,,,,,,,,,
,,67445.325,0.2,0.0014178493,0.0001220703125,0.9985254406929016,32539.142578125,-8.503793096542358,-0.0010690047405660153,0.0,84.94646452281265,0.0,-908.4621837431001,4520,0.0003
-1059.1584866591663,,,,,,,,,,,,,,,
,-1053.0446789482496,,,,,,,,,,,,,,
-1027.3712567013995,,,,,,,,,,,,,,,
,-1033.0290563771819,,,,,,,,,,,,,,
,-900.6179487147317,,,,,,,,,,,,,,
-1070.756264518585,,,,,,,,,,,,,,,
,-1233.589187931673,,,,,,,,,,,,,,
-1081.3262908667637,,,,,,,,,,,,,,,
,,68477.087890625,0.2,0.00081045576,0.0,0.9972288012504578,34742.33203125,-8.497799730300903,-0.0005576048512011767,0.0,71.7056575098514,5.960464477539063e-08,-919.8923551447164,4530,0.0003
,-986.5855253764105,,,,,,,,,,,,,,
-582.4749577247206,,,,,,,,,,,,,,,
-611.162147918301,,,,,,,,,,,,,,,
,-1218.6549344520433,,,,,,,,,,,,,,
-999.6587479007898,,,,,,,,,,,,,,,
,-1163.7828510374984,,,,,,,,,,,,,,
-1141.265014297072,,,,,,,,,,,,,,,
,-1161.5264543633218,,,,,,,,,,,,,,
,-1011.898125830309,,,,,,,,,,,,,,
-962.1579545076471,,,,,,,,,,,,,,,
,,69087.48046875,0.2,0.0008700005,0.0,0.9968924522399902,34172.37890625,-8.492038154602051,-0.0006510927807539702,0.1,636.8680075328779,0.0,-700.1590778737196,4540,0.0003
,-1355.913876830005,,,,,,,,,,,,,,
-1026.1147714552915,,,,,,,,,,,,,,,
-1216.540304826553,,,,,,,,,,,,,,,
,-965.6640906412089,,,,,,,,,,,,,,
-1050.2767164174504,,,,,,,,,,,,,,,
,-1065.6938735094086,,,,,,,,,,,,,,
,-977.016159838174,,,,,,,,,,,,,,
-1097.0101784867331,,,,,,,,,,,,,,,
,,66999.73125,0.2,0.0015034089,9.765625e-05,0.9980048537254333,32569.8984375,-8.494511938095092,-0.0009707125253044068,0.0,41.808481216449785,-1.1920928955078125e-07,-830.2464304063791,4550,0.0003
-1062.8461664790345,,,,,,,,,,,,,,,
,-1081.8887233191685,,,,,,,,,,,,,,
-993.8555030098248,,,,,,,,,,,,,,,
,-1029.9606961317563,,,,,,,,,,,,,,
-1041.8041401969417,,,,,,,,,,,,,,,
,-1011.6445329671412,,,,,,,,,,,,,,
-1034.5044389999898,,,,,,,,,,,,,,,
,-1017.3332291296017,,,,,,,,,,,,,,
,,65963.3953125,0.2,0.0017028779,7.32421875e-05,0.9984159469604492,32006.515625,-8.500756072998048,-0.0012669624236878007,0.1,611.3369781084392,-1.1920928955078125e-07,-639.9406668651907,4560,0.0003
-902.5109985135623,,,,,,,,,,,,,,,
,-1012.7533705606489,,,,,,,,,,,,,,
,-972.5324009616343,,,,,,,,,,,,,,
-1079.3598572459982,,,,,,,,,,,,,,,
,-1181.8488442561952,,,,,,,,,,,,,,
-941.3803677206608,,,,,,,,,,,,,,,
-1025.434122318339,,,,,,,,,,,,,,,
,-991.901765969729,,,,,,,,,,,,,,
-1070.9552838226384,,,,,,,,,,,,,,,
,,64621.7498046875,0.2,0.0015011446,2.44140625e-05,0.9988271594047546,32813.35546875,-8.502284002304076,-0.0009610342560335994,0.0,60.100198898970916,-1.1920928955078125e-07,-864.7946821834352,4570,0.0003
,-1107.3850986954553,,,,,,,,,,,,,,
-976.6839438892042,,,,,,,,,,,,,,,
,-1144.4095685413515,,,,,,,,,,,,,,
